,app_name,text,rating,thumbs_up_count,label_gold,summary_gold,lable_silver_common_AI
47,Telegram,"Худшее приложение в мире, просто так мой аккаунт удалили,а новый аккаунт был заморожен и был удалён",1,0,,,user_experience
48,Telegram,Телеграмм это лучший Мессенджер!,5,0,,,rating
49,Telegram,плохо работает,1,0,,,bug_report
50,Telegram,С каждым обновлением все хуже и хуже,1,0,,,user_experience
51,Telegram,шикарный мессенджер,5,0,,,rating
52,Telegram,Дуров Красавчик,5,0,,,rating
53,Telegram,убирите ригистрацую,4,0,,,rating
54,Telegram,"не пойму ,почему не сделали функцию для тех ,у кого больше пятиста аватарок ,удалить сразу какие хочешь ????",4,0,,,user_experience
55,Telegram,"классное приложение жалко что удалилось и не, и. не восстановилась",5,0,,,user_experience
56,Telegram,можно сделать кнопку для тех у кого нет номера телефона и заменить на гмаил,1,0,,,user_experience
57,Telegram,пожалуйста исправьте баг у меня телега виснет,4,0,,,bug_report
58,Telegram,"Прекрасная платформа, всё реально круто, невероятные возможности. Благодарю за ответ, но почему вы отвечаете только здесь? а в ТГ ваша служба молчит. Я из Европы и включение VPN или Proxy не помогает. Это началось после обновления...",3,0,,,bug_report
59,Telegram,здравствуйте я скачала телеграм но мне не откроется там написано премиум скачать но я не хотела вы можете мне помогать?,1,0,,,user_experience
60,Telegram,"лучший мессенджер, не смотря на блокиповки в рф",5,0,,,user_experience
61,Telegram,"Приложение тухнет. Обязательства не выполняют. У меня Премиум подписка. Она предполагает ускоренную загрузку фото и видео. Однако, приложение отказывается выполнять это обязательство - никакой загрузки и выгрузки нет. На волне ограничений ввели плату за прокси, якобы на оплату защищенных каналов. Но у меня уже оплачен премиум. При этом, у жены на Айфоне Телеграмм работает, даже с моей раздачи Wi-Fi.",1,1,,,user_experience
62,Telegram,Похвалила дня 3 назад. Зря. Теперь уже 3 дня не работает.,2,0,,,bug_report
63,Telegram,"дурацкое обновление, неудобно стало пользоваться. Буду делать откат",1,0,,,user_experience
64,Telegram,"Всё всегда было прекрасно и чётко работало. Сегодня нужно отправить сообщение, висит и не отправляется. Везде вверху страницы и в чате указано ""соединение"". Интернет хороший, сигнал WiFi сильный. После обновления проблема не исчезла.",5,0,,,bug_report
65,Telegram,"лучше предложение, Дуров молодец",5,0,,,rating
66,Telegram,"За последнее время Вы слишком часто удаляли и создавали свой аккаунт заново. Пожалуйста, подождите несколько дней перед повторной регистрацией.",4,0,,,user_experience
67,Telegram,код не приходит жду уже 2месяца,2,0,,,bug_report
68,Telegram,аккаунт забанили не за что.,1,0,,,user_experience
69,Telegram,Отличный сервис,5,0,,,user_experience
70,Telegram,старый телефон сломался купили новый не могу войти сразу при входе требуют оплату премиум мне не нужен премиум я хочу войти в свой аккаунт,1,0,,,bug_report
71,Telegram,Почему платные?,1,0,,,user_experience
72,Telegram,"Обнова с реакциями бестолковая, это просто картинки смотреть,. Функция делать реакции неанонимными в своих каналах не помешала бы. Ботов куча, присылают ссылки в комменты на фишинговые сайты и в чаты с нелегальщиной, модерация тут вообще никакая. Педофилы, доксеры, живодёры тут сидят преспокойно, цветут и пахнут, и никто ничего с этим не делает. Для поиска новых знакомых ТГ ужасен. Общайтесь только с теми, кого в жизни знаете или из других соцсетей, мошенников и недакватов тут немало.",3,0,,,user_experience
73,Telegram,"Ничего хорошего, даже зайти не можем, крутит без конца и края",1,0,,,user_experience
74,Telegram,класс,5,0,,,rating
75,Telegram,раньше всё было хорошо сейчас же что бы зайти в тг нужно оплатить смс отправку и после которой (по заявлению других людей из разных стран) тебе ничего не приходит не смс ничего тем кто хочет создать аккаунт может повезет а так приложение испортилось было лучше в 23 году когда я его скачал,1,0,,,bug_report
76,Telegram,"Меня без причины забанили Что я такого сделал чтобы меня удалили навсегда Изменено: Не важно, это я просто забыл настроить то что за долгое бездействие могут удалить аккаунт, а так приложение прикольное",5,0,,,user_experience
77,Telegram,Лучший,5,0,,,rating
78,Telegram,плохо ловит даже с впн,1,0,,,user_experience
79,Telegram,"приложение супер,но чутка зависает. Аватарки и сообщения очень долго загружаются. А так всё отлично. Жду новых обновлений)",4,0,,,bug_report
80,Telegram,ЧТОБЫ ЗАЙТИ В АККАУНТ ЗАСТАВЛЯЮТ КУПИТЬ ТЕЛЕГРАМ ПРЕМИУМ,1,0,,,user_experience
81,Telegram,Можно пожалуйста вернуть телеграмм без впн,5,0,,,user_experience
82,Telegram,мне не пришёл код с поддержкой связаться нельзя,1,0,,,user_experience
83,Telegram,не работает,1,0,,,bug_report
84,Telegram,"у меня уже пятый раз за месяц вылетел телеграм, и код просто не присылают, написано позвоним вам и ничего",1,0,,,bug_report
85,Telegram,"спасибо разработчику телеграмма там тебе нужно запомнить то, что там по звонку, тебе сказали так ещё и забудешь и все",1,0,,,user_experience
86,Telegram,это хутшое приложение што я видел я не могу зарегался он говорит отправит сообщение по электронной почты которой у меня нет,1,0,,,user_experience
87,Telegram,хороший мессенджер,5,0,,,rating
88,Telegram,прекрасный,5,0,,,rating
89,Telegram,"Не работает вообще телеграмм, что делать, пишут Эл почту ввести",5,0,,,bug_report
90,Telegram,"Очень люблю ваше приложение, но после последнего обновления не могу загрузить музыку с устройства, что можно сделать :(",4,0,,,bug_report
91,Telegram,я ставлю одну звезду я в шоке зачем так делать мой номер взяли и заблокировали аккаунт в телеграмме просто так я советую не скачать это приложение тупое. я даже не ругались и не матирилксь взяли и заблокировали аккаунт мой,1,0,,,user_experience
92,Telegram,"Приложение классное. НО переходя по ссылкам меня теперь кидает в Яндекс.. А у меня был зарегистрирован важный профиль ИМЕННО В ТГ, и теперь когда кидают в Яндекс, пишут: Страница не найдена!!! Как мне вернутся в свой профиль?!! Почему меня кидают в Яндекс?! Что мне делать?! Я не помню как и через что регистрировалась это было больше года назад, если не два!",4,0,,,user_experience
93,Telegram,уу332ыу132ыукуцая,3,0,,,rating
94,Telegram,перестал работать,1,0,,,bug_report
95,Telegram,ну началось. нафига телеге моё местоположение и тут всю инфу собирают. ни чем не лучше Макса стал. Видимо Дуров всё французам слил.,1,0,,,user_experience
96,Telegram,"слабо тянет, может оттого, что нет WF",5,0,,,user_experience
97,Telegram,хорошее приложение,5,0,,,rating
98,Telegram,приложения харашоце што сказать,4,0,,,user_experience
99,Telegram,телеграм топ,5,0,,,rating
100,Telegram,супер класс спасибо,5,0,,,rating
101,Telegram,плоха,2,0,,,rating
102,Telegram,хорошо,5,0,,,rating
103,Telegram,очень удобный мессенджер но жаль заблокирован в РФ:(,5,0,,,user_experience
104,Telegram,почему не работает?,1,0,,,bug_report
105,Telegram,Как вообще сделать аккаунт?,1,0,,,user_experience
106,Telegram,Р222 не цю2ысззжзж на 222,3,0,,,user_experience
107,Telegram,лучший мессенджер,5,0,,,rating
108,Telegram,"Молодцы, ребята! Но, что касаемо обложки, то у меня не всегда почему то открывается галерея. Исправьте, пожалуйста!",4,0,,,user_experience
109,Telegram,Дуров редиска,1,0,,,rating
110,Telegram,"Не работает совсем, нет соединения. Как пользоваться, теперь не возможно войти в тг. Вывожу номер телефона и вечно крутится, ничего не происходит",1,0,,,bug_report
111,Telegram,Приложение работает только через впн.,3,10,,,user_experience
112,Telegram,отлично,5,0,,,rating
113,Telegram,надоели говорят что надо подписку сделать что бы зайдти тупые вобще,1,0,,,user_experience
114,Telegram,"Я не могу зайти. Зарегалась, а там выходит ""Расходы на SMS"", это что такое?",3,0,,,bug_report
115,Telegram,ужс,1,0,,,rating
116,Telegram,не как не могу зайти почему так,1,0,,,bug_report
117,Telegram,"Кучу ненужной ерунды завозите, которую нельзя отключить. Дайте возможность отключить выбор, от лица какой группы писать в чатах. Зачем оно? Бред. Только миссклик добавляет. Дайте возможность отключить эти ваши реакции. Очередной бред, который никак не нужен в мессенджере.",4,13,,,user_experience
118,Telegram,немогу. открыть. телеграм. скачиваю. номер. пишу не. заходит,1,0,,,user_experience
119,Telegram,нормальный но у меня аккаунты вылетали даже я не в группе,4,0,,,bug_report
120,Telegram,Норм,5,0,,,rating
121,Telegram,очень хорошое приложения,4,0,,,user_experience
122,Telegram,мне нравится,5,0,,,rating
123,Telegram,"...мира и добра Вам, а автору ux/ui качергу раскалённую в глаза... за блокировку постов лицензионного контента Вам присуждено «0 звёзд» - это значит Вы отстой !",1,2,,,user_experience
124,Telegram,не загружается. Три дня пытался без полезно. Блокируют но верно.,1,0,,,bug_report
125,Telegram,Телеграм неработает,2,0,,,bug_report
126,Telegram,зачем нужен мессенджер который постоянно не работает?,1,0,,,bug_report
127,Telegram,никак не могу войти в телеграм хочу зарегистрироваться там сразу 1.25$ за sms что делать помогите,1,0,,,bug_report
128,Telegram,спасибо за хорошее шифрование,5,0,,,rating
129,Telegram,как аткирвайм телеграм,5,0,,,user_experience
130,Telegram,"Интересно, почему я могу зайти с Гугл-аккаунта, и Тг помнит, что надо отправлять именно на мою почту, а когда я пытаюсь зайти, но я забыл пароль, говорит: «А ой, мы не помним вашу почту, поэтому или вспоминайте пароль, или сносите аккаунт»",1,0,,,user_experience
131,Telegram,"как обновить телеграмм до прошлого обновления? изменил на оценку 5 звезда, потому что верю, что у них получится",5,0,,,user_experience
132,Telegram,"ужасный дизайн. старый был лучше и комфортнее. зачем мне на экране тысячу кнопок, которыми я никогда не пользуюсь? ужас. Невозможно даже ПЕРЕСЛАТЬ СМС. Знаете почему?) Из-за нового дизайна с его микро кнопочкой, КОТОРАЯ ПЕРЕКРЫВАЕТСЯ ИНТЕРФЕСОМ ""НАЗАД"". Ваааау)))))",1,0,,,user_experience
133,Telegram,"бабушка думает я умру, если стану водится с вами, прихходить вечно странным домой, мы поедем в другой район, встретим Сашу, поймём что Саша наркотически ******** и гру, мы вернёмся домой, будем молча смотреть, как кончается день",5,0,,,user_experience
134,Telegram,чтоб облачный пороль ставилься с подтвержлаещим кодом телефона коиопый прихрдит только на сообщение меня взломали и я не знаю пороль облачного пороля а данные стрират не хочу очень плохо поддержка не отвечает уде как неделю 2,1,0,,,bug_report
135,Telegram,очень хорошее,5,0,,,rating
136,Telegram,не могу установить существ.аккаунт,3,0,,,bug_report
137,Telegram,"прошу, сделайте так чтоб подарки можно было продать когда угодно, а не так что после 7 дней нельзя",5,0,,,feature_request
138,Telegram,xuйня,5,0,,,rating
139,Telegram,"Разочаровало приложение. Не такими уж порядочными разработчики и, возможно, сам Павел оказались... причина: отсутствие техподдержки, обратной связи. Возникла проблема: кто-то создал мошеннического бота с логотипом и названием товарного знака, который принадлежит мне. Телеграм на отправку жалобы не отвечает... Вот оно и истинное лицо, а какие заявления были об исполнении ими законов...",1,0,,,user_experience
140,Telegram,"дуров лу,ший ркн отстой",5,0,,,rating
141,Telegram,"мне не приходит код через звонок. вообще. Через почту приходит, а с звонка нет!",1,0,,,bug_report
142,Telegram,очень полезное и удобное) спасибо Павлу Дурову),5,0,,,user_experience
143,Telegram,хорошый мессенджер плюсы: есть стикеры и реакции можно писать просто отправка гиф изображений отправлять изображения минусы; долбанная блокировка roskomposora реклама (хотя я почти не жалуюсь),5,0,,,user_experience
144,Telegram,уделите навсегда код подтверждение пожалуйста очень сильно тогда я вам представлю 5 ⭐,1,0,,,user_experience
145,Telegram,звонки не можешь делать потому 4 поставлю,4,0,,,user_experience
146,Telegram,"Здравствуйте, в последний месяц происходит следующее с одних из секретных чатов - я отправляю сообщения, мне показывает что оно отправлено. Но через время я захожу, и там висит красный восклицательный знак, то есть ничего не отправилось. Кнопка повторить не помогает. А через время я не могу писать в этот чат, тк ""этот чат отменен"" хотя ни я, ни мой собеседник его не удаляли, приходится создавать новый. Такое происходит каждые пару дней на протяжении месяца, что очень раздражает",5,5,,,bug_report
147,Telegram,"Жалко то что нету отдельной кнопки чтобы созвониться с человеком по видеозвонку! еще минус в том ,то что нельзя позвонить не по видеосвязи не по аудиозвонку в группе",5,0,,,user_experience
148,Telegram,качество истории(((,1,0,,,user_experience
149,Telegram,прекрасное приложение!вот только айфоновское обновление чуть подпортило дизайн хотелось бы чтобы телеграмм спрашивал перед тем как самостоятельно обновить а так претензий нет очень хорошее предложение не один max не заменит),5,0,,,feature_request
150,Telegram,"Приложение норм,но жаль его заблокировали.",5,0,,,user_experience
151,Telegram,"Как пользоваться если невозможно входить в аккаунт? В клиентах можно взодить, а оригинальный телеграм месенджер просит оформить подписку чтобы мне отправили смс код. Вы нормальные вообще? Сколько населения пользуется с месенджером, а вы тут попрошайничаете по 1 доллару? Чё у вас денег нет у вас?",1,1,,,user_experience
152,Telegram,Сделайте что то что бы работал невзирая на рэканэ,5,0,,,feature_request
153,Telegram,"Приложение очень сильно стало глушить скорость при скачивании видео. Я понимаю, что за высокие скорости надо доплачивать, но камон при скорости 105 мегабит скачивать 0.1 мегабайт в секунду это уже чересчур! 10 секунд на 1 мегабайт это отвратительно в 21 веке! Раньше можно было терпеть при скорости 1.5 мегабайта в секунду и видео успевали скачиватся быстрее, чем ты их смотрел, а сейчас уже не то. Скатилось приложение...",1,0,,,user_experience
154,Telegram,лплад,1,0,,,rating
155,Telegram,"Я открыл приложение, оно запросило деньги, я заплатил, но теперь мне не приходят SMS или звонки с просьбой открыть приложение. 👎🏻👎🏻👎🏻",1,0,,,bug_report
156,Telegram,можно нормальную поддержку или нет,5,2,,,user_experience
157,Telegram,"ооооочень отличный менеджер который я видела, но есть минус который меня бесит, я удалила все автарки свои и хотела поставить заного, но она не загружается и грузит, и если зайти обратно то опять не чё, я всё проверила и интернет я проверяла и впн разные включала, но не что не помогает, из-за этого 3 звезды",3,0,,,bug_report
158,Telegram,порлжжэ002 школа,5,0,,,rating
159,Telegram,"Не работает. На вопрос разработчиков отвечаю:""Telegram"" не работает""",1,0,,,bug_report
160,Telegram,"Всё шикарно, Дуров лучший.",5,0,,,rating
161,Telegram,Классно приложение я ввосторге,5,0,,,rating
162,Telegram,"Люблю тебя телеграм... но почему ты не работаешь без впн?!!!!((((((((((((( у меня и так дел выше крыши и я переписываюсь с людьми из разных мессенджеров.. Прошу, пжпжпжпжпжжпжпжпжжпжпжпжпжп разблокируйся",5,0,,,user_experience
163,Telegram,рабочих прокси чего то как то не стало,5,0,,,user_experience
164,Telegram,"не могу написать людям с кем не общался из-за спам бота, подавал апелляцию и так и не решилась моя проблема, по факту мой аккаунт в тг теперь не совсем полезен.",1,0,,,user_experience
165,Telegram,не могу зайти в аккаунт изза того что надо оформлять подписку премиум на неделю,1,0,,,bug_report
166,Telegram,"Так неплохо, но с блокировками, а ОСОБЕННО с облачным паролем это невыносимо. Создал аккаунт 9 месяцев назад, не было никакого облачного пароля мне показано. Сейчас хочу перенести аккаунт на новый телефон. Требует облачный пароль, который я в помине не знаю. Если кто знает, подскажите, пожалуйста, где его можно найти",2,0,,,user_experience
167,Telegram,сделайте пожалуйста обход ограничений в России,5,0,,,feature_request
168,Telegram,"Отличное приложение! Пользуюсь каждый день. Интерфейс очень удобный, скорость работы на высоте, а функционал постоянно радует обновлениями. Спасибо разработчикам за качественный продукт!",5,0,,,user_experience
169,Telegram,не дают код подтверждения не скачивается почему блокируют ?,1,0,,,bug_report
170,Telegram,имба :),5,0,,,rating
171,Telegram,"Почему поддержка не отвечает? У меня украли аккаунт, с моего номера заходит другой человек. Пароль приходит на его почту, а не на мой номер. Восстановить аккаунт нереально. Самое небезопасное приложение.",1,0,,,bug_report
172,Telegram,"когда будет работать без впн? я к померу им не пользуюсь и не доверяю ему, как таким быть???? прокси тоже",1,0,,,user_experience
173,Telegram,прокси сдают...(,2,7,,,rating
174,Telegram,"Очень хорошее приложение, жаль что его заблокировали в РФ 😔",5,0,,,user_experience
175,Telegram,Телеграм навсегда 🔥 И никаких скаМов,5,0,,,user_experience
176,Telegram,"Спасибо Павел Дуров.. Всё очень годно хорошо продуманно работает все по часам лучше менеджера чем ТГ нет.Хотелось бы тебя от души попрасить чтобы дал нам возможность выбирать между новым и старым интерфейсам, олды ТГ оценят такое!, думаю многие люди в этом меня поддержут это будет удобство между выбороми кому удобно на старом а кому на новом интерфейсе, ну и хотел бы видеть больше кастомизаций визуального вида ТГ это добавит много плюшек и телеграмм станет максимально красивым и настраивым😊😊😊",5,0,,,feature_request
177,Telegram,Захожу в телеграмм и замечаю что сам телеграмм очистил избранное,1,0,,,user_experience
178,Telegram,"Не записывает кружок. Вроде и открывается камера, но изображение в кружке размытое и запись не начинается стоит на 0:00",1,1,,,user_experience
179,Telegram,"меня взломали, как восстановить аккаунт?",5,0,,,user_experience
180,Telegram,Всё отлично. Только перестал работать.,5,0,,,bug_report
181,Telegram,вообще не работае у меня заблакали,1,0,,,user_experience
182,Telegram,телеграмм раньше было ли бесплатно? А сейчас 1.25$,1,0,,,user_experience
183,Telegram,"реклама крипто мошенников, порно боты, наркота, на фоне этого потерялся новый дебильный интерфейс(((",1,2,,,bug_report
184,Telegram,поддержка вообще никогда не отвечает,3,0,,,user_experience
185,Telegram,офигели?! теперь что бы войти в аккаунт с телефона нужно подписку оформлять... наглость,1,0,,,user_experience
186,Telegram,"это чудо лучше всего что было из мессенджеров. в России через ВПН , но Макс не скачаю и не променяю ТГ на убожество",5,0,,,user_experience
187,Telegram,"Даже 1 единицы жалко,ничего не работает!!!Зачем такое приложение нужно?!!!",1,0,,,bug_report
188,Telegram,лучшее,5,0,,,rating
189,Telegram,1) Не работает нормально в Бангладеш 2) Видео ооочено долго грузит 3) Сохранённая музыка на самом деле никуда не сохраняется и офлайн не играет 4) Постоянно блокируют аккаунты без причины 5) Постоянно клянчит премиум 6) Конфиденциальности нету. все уголовные дела за коменты в РФ в основном заводят за якобы анонимные коменты в телеграм.,1,0,,,bug_report
190,Telegram,"все отлично,но встретилась с проблемой. Раньше все прокси хорошо работали на домашнем интернете. но недавно абсолютно все прокси стали недоступны,к слову я их часто меняю на более актуальные. я не знаю с чем это связано,но включая впн все прокси внезапно становятся доступными",4,0,,,user_experience
191,Telegram,"Не могу сменить дату рождения,исправьте это пожалуйста",3,0,,,user_experience
192,Telegram,"Добавьте, встроенный ВПН. Чтобы можно было обходить белые списки и блокировку!",4,0,,,feature_request
193,Telegram,мошенники взломал мой профиль. сколько раз жальба изделал. ещё не могу открыть профиль,1,0,,,user_experience
194,Telegram,"Уже несколько дней не могу открыть телеграмм!!!Прокси оказывается нужно.Но ВПН у меня работает на Ватсапп,а вот никак не могу зайти в телеграмм",2,0,,,bug_report
195,Telegram,спасибо дуров,5,0,,,rating
196,Telegram,Плохо стал работа телеграмм,1,1,,,bug_report
197,Telegram,Когда будет обнова? Очень ждём!,3,2,,,user_experience
198,Telegram,ужасно невозможно зайти в аккаунт не приходит код,1,0,,,bug_report
199,Telegram,"Муета какая-то. Со временем появляются то истории, то каналы, которые я удалить не могу, или сообщения в некоторых группах. Зато если мошенник напишет, то переписку свою со всех устройств он запросто удалить может. И фиг на него пожалуешся.",2,0,,,user_experience
200,Telegram,не очень,1,0,,,user_experience
201,Telegram,"Не могу сменить номер, поддержка не отвечает",1,0,,,bug_report
202,Telegram,вообще не работает приложение какая то ошибка,1,0,,,bug_report
203,Telegram,Телеграмм удобный мессенджер,5,0,,,user_experience
204,Telegram,имба,3,0,,,rating
205,Telegram,нифига не рабоьает,1,0,,,bug_report
206,Telegram,ДА КАКОГО ЧЁРТА Я ТЕПЕРЬ НЕ МОГУ ЗВЁЗДОЧКИ В НИКЕ ПОСТАВИТЬ?!,3,0,,,user_experience
207,Telegram,"почему при регистрации , если ты с другой страны , то нужно покупать премиум . это очень тупо .",1,0,,,user_experience
208,Telegram,ахуено,5,0,,,rating
209,Telegram,просто лучшее приложение (и в 100000 раз лучше макса),5,0,,,user_experience
210,Telegram,не работает даже с ВПН,1,0,,,bug_report
211,Telegram,верните хамстер комбат,5,0,,,feature_request
212,Telegram,Почему-то в последнее время (недели две) часто замирает и не отвечает. Я уже обновляла. Перезагрузила телефон. Всё равно повторяется хоть один раз в день.,4,0,,,user_experience
213,Telegram,"лучшее приложение сижу и буду сидеть в телеграмме, а этот макс быстрее бы заблокировали",5,0,,,user_experience
214,Telegram,супер😍,5,0,,,rating
215,Telegram,Буквально невозможно зарегистрироваться!,1,1,,,bug_report
216,Telegram,"не загружается фото, видео и голосовые с 20.05. Ни через сим-карту, ни через вай-фай с впн",2,1,,,bug_report
217,Telegram,не работает и с прокси и с впн,1,0,,,bug_report
218,Telegram,"Даже при использовании нескольких VPN и прокси соединение перестало работать. Тем более, что Telegram X работает нормально, а обычный Telegram — нет.",3,1,,,bug_report
