source,app_id,app_name,review_id,text,rating,thumbs_up_count,review_created_version,app_version,date,reply_content,replied_at,label_gold,summary_gold
google_play,org.telegram.messenger,Telegram,cca0fdcc-fdc6-4d45-b1f6-ae41d9c1bfb2,Не качается,1,0,,,2026-05-22 18:09:09,,,,
google_play,org.telegram.messenger,Telegram,cad409bd-af3f-417b-a431-5a8e01d58e91,5 звёзд. легенда.,5,0,,,2026-05-22 18:02:48,,,,
google_play,org.telegram.messenger,Telegram,3dc9bb29-5934-42d6-87bd-0827eb429e7a,"Рассадник педофилии! Жалуюсь на детскую порнографию в телеграмме, никто не реагирует. Видео как висели, так и висят.",1,0,12.7.3,12.7.3,2026-05-22 18:01:29,,,,
google_play,org.telegram.messenger,Telegram,7250f223-110f-49d1-be3d-88a140a93d3c,"все приложение не работает вообще.не заходит,не грузит,вообще никак не реагирует",1,0,12.7.3,12.7.3,2026-05-22 17:49:50,"Мне жаль, что у вас возникли проблемы с приложением. Можете уточнить, что именно не работает?",2026-05-22 17:06:59,,
google_play,org.telegram.messenger,Telegram,6916bc9d-5aec-4d81-b8a2-399e291f19b5,"это ОТВРАТИТЕЛЬНОЕ приложение!!!! Интерфейс просто отвратный, я еле как нашла кнопку поиска!!!",1,0,12.7.3,12.7.3,2026-05-22 17:39:58,,,,
google_play,org.telegram.messenger,Telegram,6820c7c2-5720-4936-866d-5b78d62de963,"если ркн не разблокируют телеграм, то через пару дней будут уничтожены. я найду вас... и убью.",5,0,12.1.1,12.1.1,2026-05-22 17:32:09,,,,
google_play,org.telegram.messenger,Telegram,803f0804-ca72-41ca-9085-e86550d866a6,очень хорошо сидеть в тг,5,0,12.7.3,12.7.3,2026-05-22 17:30:54,,,,
google_play,org.telegram.messenger,Telegram,9f3dee65-0b8a-4a3b-910e-63463b04ba26,"лагает часто, к примеру не могу сменить реакции в тгк уже очень давно, они просто не добавляются(я говорю об обычных, без премки) удалить да, получается, добавить или изменить нет",3,0,12.7.3,12.7.3,2026-05-22 17:27:08,,,,
google_play,org.telegram.messenger,Telegram,0adc8209-6a0d-4bcb-979b-03f8f35b3f10,"Для частного канала НЕТУ КНОПКИ СОЗДАТЬ ТЕМУ ДЛЯ ВСЕХ В КАНАЛЕ И ЭТИМ ЭТО ТРУДНО, НЕТ, НА АЙФОНЕ ЕЩЕ ЛЕГКО, НО НА АНДРОИД 35 (ВИВО) ЭТО НЕЛЬЗЯ СДЕЛАТЬ, ОБНОВИТЕ ЭТО",3,0,12.7.3,12.7.3,2026-05-22 17:21:16,,,,
google_play,org.telegram.messenger,Telegram,ea822783-ee98-42df-8af3-29a312dac5f4,"неплохое приложение, но вот меня взломали .. и идёт рассылка сообщений с просьбой дать денег.... и я ничего не могу сделать, чтоб восстановить свой доступ . Тех поддержка не отвечает.",2,0,12.7.3,12.7.3,2026-05-22 17:19:10,,,,
google_play,org.telegram.messenger,Telegram,60a1d037-6334-4733-9dee-3f4ea9d75f2c,крута,5,0,,,2026-05-22 17:00:49,,,,
google_play,org.telegram.messenger,Telegram,6ade2de3-c6c0-4337-bb54-12784ea8b0c5,"работает, хоть и с трудом",5,1,12.7.3,12.7.3,2026-05-22 16:59:51,,,,
google_play,org.telegram.messenger,Telegram,59ee5099-cfd7-444d-9d33-563b0b7f31c1,"Всё супер, но сделайте, пожалуйста, быстрый доступ к прокси в нижнем левом углу, как сделано на версии дня ПК 🙏",5,42,12.7.3,12.7.3,2026-05-22 16:52:57,,,,
google_play,org.telegram.messenger,Telegram,583ebbf9-d57b-4be8-a99f-ab8e1d620140,ахуенное.,5,0,,,2026-05-22 16:36:15,We're glad that you're enjoying Telegram. Thank you for your review!,2026-05-22 17:00:50,,
google_play,org.telegram.messenger,Telegram,ba66ab53-8d82-43e8-b316-d7a7749afd42,Пикок,5,0,12.7.3,12.7.3,2026-05-22 16:35:26,,,,
google_play,org.telegram.messenger,Telegram,5f59472a-d97d-4700-95ca-89c5af8fa74b,"Перестали работать прокси! Отправка видео нескольким контактам не дает выбора качества и других параметров. Очень греется смартфон! При смене ориентации и выходе из полноэкранного просмотра видео не происходит возврат позиции к исходному сообщению чата и перескакивает на другую далеко находящуюся позицию. Не работает в чате поиск по имени пользователя, ищет все равно по тексту.",1,31,12.7.3,12.7.3,2026-05-22 16:27:32,,,,
google_play,org.telegram.messenger,Telegram,17ad3c50-27e0-45ff-81b4-30c8eadc6643,"Дуров, пожалуйста добавьте функцию, с помощью которой можно будет скрывать папки с чатами.",5,0,12.7.3,12.7.3,2026-05-22 16:23:10,,,,
google_play,org.telegram.messenger,Telegram,4e6b9aed-4d28-4e2e-8b8a-9479ef04056c,"не грузят гс, видео, фото, кружки ни с впн, ни с вайфаем, ни с мобильным интернетом, ни со всем вместе. Паша Дуров памаги!!!",4,0,8.2.7,8.2.7,2026-05-22 16:11:13,,,,
google_play,org.telegram.messenger,Telegram,23ca25b7-1226-4e71-883e-c83782ad9ad9,телеграм сам ставит всплывающие сообщения,3,0,,,2026-05-22 16:07:46,,,,
google_play,org.telegram.messenger,Telegram,566e1173-dbec-425c-ad8b-4fa23717bb96,"дернул черт обновить. Теперь когда прикреплять изображение, не видно что пишется под ним. Невозможно прокомментировать картинку, которую отправляешь.",1,0,12.7.3,12.7.3,2026-05-22 16:06:20,,,,
google_play,org.telegram.messenger,Telegram,954056d6-0c10-440b-a394-535f3eabb73d,"много багов, и один из них, предпросмотр сообщений работает только в плавающем окне, либо если у человека есть история. сделайте пожалуйста нормально",3,0,12.7.3,12.7.3,2026-05-22 16:05:10,,,,
google_play,org.telegram.messenger,Telegram,fe4d6b9c-c236-4375-8bf8-64769d07aec3,Я хочу спокойно пообщаться без этого тупого премиум но нету кнопки пользоваться телеграмом без стикеров пожалуйста сделайте кнопку которая позволяет зайти в telegram но без премиум telegram,3,0,,,2026-05-22 15:36:17,,,,
google_play,org.telegram.messenger,Telegram,db393a38-1f71-4b60-a562-2ae57a1a7a65,"Во время набора сообщения текст может пропасть, если приходит уведомление из другого чата. И приходится набирать заново. Бесит.",4,0,12.7.3,12.7.3,2026-05-22 15:29:54,,,,
google_play,org.telegram.messenger,Telegram,18424e36-bc40-4bfc-abac-5ddcd4045598,имба приложение,5,0,,,2026-05-22 15:23:41,,,,
google_play,org.telegram.messenger,Telegram,7a3a264c-4648-4ffc-bc7e-d5309e0cf0a7,"Лучшее приложение , которым я пользовался. Павел, мы с тобой",5,0,12.7.3,12.7.3,2026-05-22 15:20:57,,,,
google_play,org.telegram.messenger,Telegram,f8ec21d6-4099-4cb9-9489-e1dab019ac38,"connection_layer_invalid неизвестная ошибка. после обновления. чистка кэша не помогла. и так прокси бывало долго ищет, а теперь совсем не работает. знал бы – не обновлял. зашел с компьютера, вышел с телефона, а теперь вообще в аккаунт нельзя войти. супер обновление",3,0,12.7.3,12.7.3,2026-05-22 15:18:43,,,,
google_play,org.telegram.messenger,Telegram,843e4b6d-88e8-4460-bd95-a00a2cf7749f,я скучаю по тг.,5,0,12.7.3,12.7.3,2026-05-22 15:13:43,,,,
google_play,org.telegram.messenger,Telegram,3b959a3a-79fc-4d67-8552-979f6640c4b6,а у меня телеграм вовсе не работает.,1,0,12.7.3,12.7.3,2026-05-22 15:10:02,"Пожалуйста, расскажите нам подробнее о вашей проблеме. Вы можете сообщить о ней на платформе bugs.telegram.org. Рекомендуем создать там подробное описание проблемы, чтобы мы могли собрать больше информации о том, что происходит.",2026-05-22 16:09:25,,
google_play,org.telegram.messenger,Telegram,7dfefb52-1244-40d4-a796-e111fdba6317,отличное предложение,5,0,,,2026-05-22 15:06:58,,,,
google_play,org.telegram.messenger,Telegram,515f8211-f78a-4816-9e8b-65065e7665b2,Я не знаю удалил все,4,0,12.7.3,12.7.3,2026-05-22 15:05:49,"Спасибо за ваш отзыв! Если у вас возникнут вопросы или нужна помощь, пожалуйста, свяжитесь с нами.",2026-05-22 16:11:57,,
google_play,org.telegram.messenger,Telegram,a84de618-e580-4d43-91e2-a529481622ab,говорю коротко и ясно:макс альтушка а телеграм пушка,5,0,,,2026-05-22 14:58:34,,,,
google_play,org.telegram.messenger,Telegram,36fed25d-8eeb-439a-8227-291770905c8a,"всё отлично, то, что нужно заходить с впном совсем не волнует. работало и до блокировали идеально, и сейчас. но только пожалуйста, перестаньте менять интерфейс. верните старый на андроидах.",4,0,12.2.10,12.2.10,2026-05-22 14:57:14,,,,
google_play,org.telegram.messenger,Telegram,518f699c-1360-4293-a451-67e5ae0b6c30,гуд,5,0,,,2026-05-22 14:56:58,We're glad that you're enjoying Telegram. Thank you for your review!,2026-05-22 16:05:01,,
google_play,org.telegram.messenger,Telegram,b9778a4b-a147-45ae-9b80-5b0254ab2fc4,не работает и прокси не помогает,1,0,12.7.3,12.7.3,2026-05-22 14:49:27,,,,
google_play,org.telegram.messenger,Telegram,cfd36857-9a9f-4071-a8a1-2e92b60500d3,"всё хорошо, но в нашем регионе приложение заблокировали.",5,0,12.3.1,12.3.1,2026-05-22 14:46:59,,,,
google_play,org.telegram.messenger,Telegram,c2c42b18-25a6-42c0-9d39-cd590d59a0e7,Ну что же,5,0,12.7.3,12.7.3,2026-05-22 14:39:44,,,,
google_play,org.telegram.messenger,Telegram,0d71d99d-4ca3-45d4-9fd1-edb524810ec0,для тех кому не нравится интерфейс новый существует Telegram X приложение хорошее как и мессенджер но когда работает в фоном режиме работает то батарея разряжается очень быстро,3,1,12.5.1,12.5.1,2026-05-22 14:28:23,,,,
google_play,org.telegram.messenger,Telegram,b9328799-47d7-48f0-b121-98b4ab74d9b1,"Худшее приложение в мире, просто так мой аккаунт удалили,а новый аккаунт был заморожен и был удалён",1,0,12.7.3,12.7.3,2026-05-22 14:26:06,"Извините за неудобства. Если ваш аккаунт заморожен, отправьте заявку в приложении или напишите на recover@telegram.org. Укажите номер телефона с кодом страны и контекст случившегося. Никогда не делитесь своим кодом с другими, используйте официальные приложения и следите за безопасностью устройств. В случае ошибки номер может быть разблокирован.",2026-03-20 20:58:26,,
google_play,org.telegram.messenger,Telegram,cbebca69-1ab1-4d30-9a95-8151b0d13bb0,Телеграмм это лучший Мессенджер!,5,0,12.7.3,12.7.3,2026-05-22 14:23:22,,,,
google_play,org.telegram.messenger,Telegram,546b157f-935a-4ada-a255-c1b9a3763744,плохо работает,1,0,12.4.1,12.4.1,2026-05-22 14:22:22,"Мы сожалеем, что у вас возникли проблемы с приложением. Пожалуйста, обновите ваш отзыв, указав конкретные проблемы, чтобы мы могли помочь вам.",2026-05-22 15:04:35,,
google_play,org.telegram.messenger,Telegram,8e2b4c41-2911-4d6e-89e0-d0ff741d2ace,С каждым обновлением все хуже и хуже,1,0,12.7.3,12.7.3,2026-05-22 14:18:22,"Нам очень жаль, что у вас возникли проблемы после обновления. Пожалуйста, уточните, с какими именно проблемами вы столкнулись, чтобы мы могли помочь вам их решить.",2026-05-22 15:05:12,,
google_play,org.telegram.messenger,Telegram,62e2af44-b190-49ec-83fd-a504027a79c2,шикарный мессенджер,5,0,,,2026-05-22 14:17:32,,,,
google_play,org.telegram.messenger,Telegram,81505ed2-3ae0-4469-babd-cde6621ead5c,Дуров Красавчик,5,0,,,2026-05-22 14:01:33,,,,
google_play,org.telegram.messenger,Telegram,55d0ecc7-4683-4c27-ad57-748f041e4382,убирите ригистрацую,4,0,12.3.1,12.3.1,2026-05-22 13:58:24,,,,
google_play,org.telegram.messenger,Telegram,831b893f-2c9a-4120-beaf-e82931846ca2,"не пойму ,почему не сделали функцию для тех ,у кого больше пятиста аватарок ,удалить сразу какие хочешь ????",4,0,12.7.3,12.7.3,2026-05-22 13:56:20,,,,
google_play,org.telegram.messenger,Telegram,1e9cf67c-e029-4574-ac23-5fe66cd60b9b,"классное приложение жалко что удалилось и не, и. не восстановилась",5,0,,,2026-05-22 13:51:18,,,,
google_play,org.telegram.messenger,Telegram,066de148-052c-4a4f-abcf-7616a0d9d4d6,можно сделать кнопку для тех у кого нет номера телефона и заменить на гмаил,1,0,12.7.3,12.7.3,2026-05-22 13:46:43,,,,
google_play,org.telegram.messenger,Telegram,f8bf49f3-6ee3-4789-a2bc-a9d9c4ea1528,пожалуйста исправьте баг у меня телега виснет,4,0,,,2026-05-22 13:44:16,,,,
google_play,org.telegram.messenger,Telegram,cbd194d3-73b9-4514-a432-575f963dfd71,"Прекрасная платформа, всё реально круто, невероятные возможности. Благодарю за ответ, но почему вы отвечаете только здесь? а в ТГ ваша служба молчит. Я из Европы и включение VPN или Proxy не помогает. Это началось после обновления...",3,0,12.7.3,12.7.3,2026-05-22 13:36:50,"If you see a 'Connecting...' message or a constantly spinning circle icon, that is a sign that your device isn't able to connect to Telegram.

If your connection is working for other apps and websites, it means your provider is limiting your ability to access Telegram – enabling a VPN or proxy service on your device will help you connect.",2026-05-22 10:02:30,,
google_play,org.telegram.messenger,Telegram,1d8e9c5c-95b6-40ad-a054-f159a7f5d052,здравствуйте я скачала телеграм но мне не откроется там написано премиум скачать но я не хотела вы можете мне помогать?,1,0,12.7.3,12.7.3,2026-05-22 13:22:42,,,,
google_play,org.telegram.messenger,Telegram,29bfe42e-026c-4916-867e-142d112f39c3,"лучший мессенджер, не смотря на блокиповки в рф",5,0,12.6.3,12.6.3,2026-05-22 13:15:11,,,,
google_play,org.telegram.messenger,Telegram,70c7609f-7af9-4866-9ade-6fea4f8d1ad8,"Приложение тухнет. Обязательства не выполняют. У меня Премиум подписка. Она предполагает ускоренную загрузку фото и видео. Однако, приложение отказывается выполнять это обязательство - никакой загрузки и выгрузки нет. На волне ограничений ввели плату за прокси, якобы на оплату защищенных каналов. Но у меня уже оплачен премиум. При этом, у жены на Айфоне Телеграмм работает, даже с моей раздачи Wi-Fi.",1,1,12.7.3,12.7.3,2026-05-22 13:13:12,,,,
google_play,org.telegram.messenger,Telegram,0510d152-7560-4c44-a7a3-5b7b78856a10,Похвалила дня 3 назад. Зря. Теперь уже 3 дня не работает.,2,0,12.7.3,12.7.3,2026-05-22 12:50:25,,,,
google_play,org.telegram.messenger,Telegram,2771caaa-9905-4750-825d-05d3a7f70e7f,"дурацкое обновление, неудобно стало пользоваться. Буду делать откат",1,0,12.7.3,12.7.3,2026-05-22 12:49:44,,,,
google_play,org.telegram.messenger,Telegram,560d7eb4-1e55-472f-b396-51bc8e695a48,"Всё всегда было прекрасно и чётко работало. Сегодня нужно отправить сообщение, висит и не отправляется. Везде вверху страницы и в чате указано ""соединение"". Интернет хороший, сигнал WiFi сильный. После обновления проблема не исчезла.",5,0,,,2026-05-22 12:49:29,,,,
google_play,org.telegram.messenger,Telegram,a1ea5e41-6c4c-4f3a-b03d-1d522c140d3a,"лучше предложение, Дуров молодец",5,0,12.6.4,12.6.4,2026-05-22 12:49:24,,,,
google_play,org.telegram.messenger,Telegram,546efb28-4260-4447-aa6b-11e73c67309b,"За последнее время Вы слишком часто удаляли и создавали свой аккаунт заново. Пожалуйста, подождите несколько дней перед повторной регистрацией.",4,0,12.7.3,12.7.3,2026-05-22 12:44:05,,,,
google_play,org.telegram.messenger,Telegram,92240203-e808-41c3-8528-490308d4e187,код не приходит жду уже 2месяца,2,0,,,2026-05-22 12:43:31,,,,
google_play,org.telegram.messenger,Telegram,cdf6471a-4444-4f7b-bc4f-c8db2e9ec1e5,аккаунт забанили не за что.,1,0,,,2026-05-22 12:42:04,"Sorry for the inconvenience. Please contact recover@telegram.org, they handle banned phone number cases. Include phone number + country code of banned account, and details/context about the case. Never share your code with anyone, only use official apps, and ensure your devices are secured. Numbers can be unbanned if the case is a false positive.",2026-05-22 14:00:50,,
google_play,org.telegram.messenger,Telegram,612aa5d3-0955-4f18-9cc6-249605003044,Отличный сервис,5,0,12.7.3,12.7.3,2026-05-22 12:30:06,,,,
google_play,org.telegram.messenger,Telegram,5097dc84-6f0e-4306-b298-00cb54e33d13,старый телефон сломался купили новый не могу войти сразу при входе требуют оплату премиум мне не нужен премиум я хочу войти в свой аккаунт,1,0,12.7.3,12.7.3,2026-05-22 12:21:38,,,,
google_play,org.telegram.messenger,Telegram,cdde4a2b-8a6c-4258-b738-7afb36058955,Почему платные?,1,0,12.7.3,12.7.3,2026-05-22 12:10:17,,,,
google_play,org.telegram.messenger,Telegram,c0c6a490-c441-4c26-92c8-6f1d5b3ec960,"Обнова с реакциями бестолковая, это просто картинки смотреть,. Функция делать реакции неанонимными в своих каналах не помешала бы. Ботов куча, присылают ссылки в комменты на фишинговые сайты и в чаты с нелегальщиной, модерация тут вообще никакая. Педофилы, доксеры, живодёры тут сидят преспокойно, цветут и пахнут, и никто ничего с этим не делает. Для поиска новых знакомых ТГ ужасен. Общайтесь только с теми, кого в жизни знаете или из других соцсетей, мошенников и недакватов тут немало.",3,0,12.7.3,12.7.3,2026-05-22 12:02:56,,,,
google_play,org.telegram.messenger,Telegram,d6971752-5e05-487b-a990-ef80d6a5e57f,"Ничего хорошего, даже зайти не можем, крутит без конца и края",1,0,12.7.3,12.7.3,2026-05-22 11:40:59,,,,
google_play,org.telegram.messenger,Telegram,697f189e-a0f1-4a4e-9f6a-6588ebdeb1b7,класс,5,0,12.7.3,12.7.3,2026-05-22 11:38:24,,,,
google_play,org.telegram.messenger,Telegram,4a702218-32cd-45d8-a8e9-9f8aa4cbaec8,раньше всё было хорошо сейчас же что бы зайти в тг нужно оплатить смс отправку и после которой (по заявлению других людей из разных стран) тебе ничего не приходит не смс ничего тем кто хочет создать аккаунт может повезет а так приложение испортилось было лучше в 23 году когда я его скачал,1,0,12.7.3,12.7.3,2026-05-22 11:37:02,,,,
google_play,org.telegram.messenger,Telegram,a87fa2e3-d6d2-4e7d-a594-8b41a292a8f2,"Меня без причины забанили Что я такого сделал чтобы меня удалили навсегда Изменено: Не важно, это я просто забыл настроить то что за долгое бездействие могут удалить аккаунт, а так приложение прикольное",5,0,12.7.3,12.7.3,2026-05-22 11:33:00,,,,
google_play,org.telegram.messenger,Telegram,8509abbb-1fdd-4fb2-8be2-3d7c2f305df9,Лучший,5,0,12.6.4,12.6.4,2026-05-22 11:09:15,Thank you very much for your kind words!,2026-05-22 12:03:20,,
google_play,org.telegram.messenger,Telegram,ead733fc-515b-4683-987f-6ba652e775e4,плохо ловит даже с впн,1,0,12.7.3,12.7.3,2026-05-22 11:03:55,,,,
google_play,org.telegram.messenger,Telegram,3b15800f-50ba-42fd-bc04-16ef54c21f68,"приложение супер,но чутка зависает. Аватарки и сообщения очень долго загружаются. А так всё отлично. Жду новых обновлений)",4,0,12.7.3,12.7.3,2026-05-22 10:53:49,,,,
google_play,org.telegram.messenger,Telegram,cad4301d-d3e3-48b0-91bc-b37ff2870db8,ЧТОБЫ ЗАЙТИ В АККАУНТ ЗАСТАВЛЯЮТ КУПИТЬ ТЕЛЕГРАМ ПРЕМИУМ,1,0,,,2026-05-22 10:49:43,,,,
google_play,org.telegram.messenger,Telegram,1408ee47-88bf-4d35-921e-23de527f18ca,Можно пожалуйста вернуть телеграмм без впн,5,0,12.7.3,12.7.3,2026-05-22 10:41:22,,,,
google_play,org.telegram.messenger,Telegram,e3bfc819-499a-4d5f-9fb4-508ac8395fa2,мне не пришёл код с поддержкой связаться нельзя,1,0,12.7.3,12.7.3,2026-05-22 10:40:38,"Нам жаль слышать о вашей проблеме. Убедитесь, что вы используете официальное приложение Telegram и ваш мобильный тариф включает SMS. Проверьте, включены ли Google Play Services на вашем устройстве и отключите VPN. Если проблема остаётся, напишите на sms@telegram.org с вашим номером телефона в международном формате в теме письма.",2026-05-22 11:02:49,,
google_play,org.telegram.messenger,Telegram,470f346d-6b2e-4488-abd6-591b193000d9,не работает,1,0,12.7.3,12.7.3,2026-05-22 10:33:16,"Мне жаль, что у вас возникли проблемы с приложением. Можете уточнить, что именно не работает?",2026-05-22 11:03:32,,
google_play,org.telegram.messenger,Telegram,f9f96889-aaf5-44a8-a64b-d0b8109eca01,"у меня уже пятый раз за месяц вылетел телеграм, и код просто не присылают, написано позвоним вам и ничего",1,0,12.7.3,12.7.3,2026-05-22 10:24:31,,,,
google_play,org.telegram.messenger,Telegram,b0077b3a-766d-4c9c-a201-512fee683f86,"спасибо разработчику телеграмма там тебе нужно запомнить то, что там по звонку, тебе сказали так ещё и забудешь и все",1,0,12.7.3,12.7.3,2026-05-22 10:22:39,,,,
google_play,org.telegram.messenger,Telegram,00560066-b3ab-4fdb-a0ee-5619341ec884,это хутшое приложение што я видел я не могу зарегался он говорит отправит сообщение по электронной почты которой у меня нет,1,0,12.7.3,12.7.3,2026-05-22 10:20:20,"Нам жаль слышать это. Убедитесь, что вы используете официальное приложение Telegram. Проверьте, что ваш мобильный тариф включает SMS. Убедитесь, что на вашем устройстве включены Google Play Services и отключите VPN. Если проблема остаётся, напишите на sms@telegram.org с вашим номером телефона в международном формате в теме письма.",2026-05-22 11:05:24,,
google_play,org.telegram.messenger,Telegram,61de1e71-060f-435d-ba32-196f34d6e25e,хороший мессенджер,5,0,12.1.1,12.1.1,2026-05-22 10:20:14,,,,
google_play,org.telegram.messenger,Telegram,8eced506-a813-4407-b6a9-adc33f049566,прекрасный,5,0,12.7.3,12.7.3,2026-05-22 10:19:28,,,,
google_play,org.telegram.messenger,Telegram,a8785af0-2248-48b6-abc7-b0ff27a3e003,"Не работает вообще телеграмм, что делать, пишут Эл почту ввести",5,0,12.7.3,12.7.3,2026-05-22 10:13:29,"Можете обновить текст отзыва, описав проблему более подробно? Я смогу помочь.",2026-05-22 10:10:11,,
google_play,org.telegram.messenger,Telegram,58649174-662e-42a4-8864-98876cff67cf,"Очень люблю ваше приложение, но после последнего обновления не могу загрузить музыку с устройства, что можно сделать :(",4,0,12.7.3,12.7.3,2026-05-22 10:08:54,,,,
google_play,org.telegram.messenger,Telegram,30712ed6-33e6-4c45-9392-8e0f944d23a1,я ставлю одну звезду я в шоке зачем так делать мой номер взяли и заблокировали аккаунт в телеграмме просто так я советую не скачать это приложение тупое. я даже не ругались и не матирилксь взяли и заблокировали аккаунт мой,1,0,,,2026-05-22 10:05:24,"Извините за неудобства. Если ваш аккаунт заморожен, отправьте заявку в приложении или напишите на recover@telegram.org. Укажите номер телефона с кодом страны и контекст случившегося. Никогда не делитесь своим кодом с другими, используйте официальные приложения и следите за безопасностью устройств. В случае ошибки номер может быть разблокирован.",2026-05-22 12:39:23,,
google_play,org.telegram.messenger,Telegram,85e2884a-4ca9-489b-a383-42c7b11d5fa2,"Приложение классное. НО переходя по ссылкам меня теперь кидает в Яндекс.. А у меня был зарегистрирован важный профиль ИМЕННО В ТГ, и теперь когда кидают в Яндекс, пишут: Страница не найдена!!! Как мне вернутся в свой профиль?!! Почему меня кидают в Яндекс?! Что мне делать?! Я не помню как и через что регистрировалась это было больше года назад, если не два!",4,0,12.7.3,12.7.3,2026-05-22 10:04:30,,,,
google_play,org.telegram.messenger,Telegram,1b181944-21f8-40b9-adcf-c60710439c4c,уу332ыу132ыукуцая,3,0,,,2026-05-22 09:47:01,,,,
google_play,org.telegram.messenger,Telegram,4d9a7ad2-eb85-4145-b6e6-4d3563f6ec3d,перестал работать,1,0,12.7.3,12.7.3,2026-05-22 09:38:47,"Извините за неудобства. Пожалуйста, обновите приложение до последней версии и перезагрузите устройство. Если проблема сохранится, напишите на support@telegram.org (obj: #playstore) с деталями проблемы.",2026-05-22 10:11:01,,
google_play,org.telegram.messenger,Telegram,5a84f26a-0f71-4673-baf4-05f815315783,ну началось. нафига телеге моё местоположение и тут всю инфу собирают. ни чем не лучше Макса стал. Видимо Дуров всё французам слил.,1,0,,,2026-05-22 09:37:10,,,,
google_play,org.telegram.messenger,Telegram,1e71e2e3-a662-434a-8104-dd8c430040e2,"слабо тянет, может оттого, что нет WF",5,0,12.7.3,12.7.3,2026-05-22 09:29:31,,,,
google_play,org.telegram.messenger,Telegram,1fc91d16-1f4d-4c88-b87c-3cf8e0b7a184,хорошее приложение,5,0,12.7.3,12.7.3,2026-05-22 09:25:56,We're glad that you're enjoying Telegram. Thank you for your review!,2026-05-22 10:04:10,,
google_play,org.telegram.messenger,Telegram,efa70ecd-582a-46e5-b23f-ef7751e52391,приложения харашоце што сказать,4,0,12.7.3,12.7.3,2026-05-22 09:23:22,"Спасибо за ваш отзыв и высокую оценку! Мы рады, что вам нравится использовать Telegram. Если у вас есть предложения или вопросы, пожалуйста, напишите нам.",2026-05-22 10:15:16,,
